R_fighter,B_fighter,TOTAL_KD,TOTAL_SIG_STR_LAND,TOTAL_SIG_STR_ATT,TOTAL_SIG_STR_ACC,TOTAL_TD_LAND,TOTAL_TD_ATT,TOTAL_TD_ACC,TOTAL_SUB_ATT,TOTAL_HEAD_STR_LAND,TOTAL_HEAD_STR_ATT,TOTAL_HEAD_STR_ACC,TOTAL_BODY_STR_LAND,TOTAL_BODY_STR_ATT,TOTAL_BODY_STR_ACC,TOTAL_LEG_STR_LAND,TOTAL_LEG_STR_ATT,TOTAL_LEG_STR_ACC,TOTAL_DISTANCE_STR_LAND,TOTAL_DISTANCE_STR_ATT,TOTAL_DISTANCE_STR_ACC,TOTAL_CLINCH_STR_LAND,TOTAL_CLINCH_STR_ATT,TOTAL_CLINCH_STR_ACC,TOTAL_GROUND_STR_LAND,TOTAL_GROUND_STR_ATT,TOTAL_GROUND_STR_ACC,Referee,year,location,Fight_type,Winner
Akira Corassani,Sam Sicilia,1,20,57,0.350877193,0,0,#DIV/0!,0,11,43,0.255813953,4,8,0.5,5,6,0.833333333,17,52,0.326923077,2,4,0.5,1,1,1,Neil Hall,2015,"Stockholm, Sweden",Featherweight Bout,Sam Sicilia
Dan Henderson,Gegard Mousasi,1,8,33,0.242424242,0,0,#DIV/0!,0,4,29,0.137931034,0,0,#DIV/0!,4,4,1,7,32,0.21875,0,0,#DIV/0!,1,1,1,Leon Roberts,2015,"Stockholm, Sweden",Middleweight Bout,Gegard Mousasi
Phil Davis,Ryan Bader,0,61,246,0.24796748,1,12,0.083333333,0,30,188,0.159574468,19,38,0.5,12,20,0.6,53,228,0.23245614,7,17,0.411764706,1,1,1,Marc Goddard,2015,"Stockholm, Sweden",Light Heavyweight Bout,Ryan Bader
Nicholas Musoke,Albert Tumenov,0,152,391,0.388746803,0,11,0,0,116,334,0.347305389,30,50,0.6,6,7,0.857142857,147,385,0.381818182,5,5,1,0,1,0,Leon Roberts,2015,"Stockholm, Sweden",Welterweight Bout,Albert Tumenov
Nikita Krylov,Stanislav Nedkov,1,17,24,0.708333333,0,1,0,1,15,21,0.714285714,1,2,0.5,1,1,1,6,12,0.5,2,2,1,9,10,0.9,Marc Goddard,2015,"Stockholm, Sweden",Light Heavyweight Bout,Nikita Krylov
Mairbek Taisumov,Anthony Christodoulou,0,46,97,0.474226804,2,3,0.666666667,0,32,77,0.415584416,5,6,0.833333333,9,14,0.642857143,37,80,0.4625,1,4,0.25,8,13,0.615384615,Leon Roberts,2015,"Stockholm, Sweden",Lightweight Bout,Mairbek Taisumov
Mirsad Bektic,Paul Redmond,0,36,63,0.571428571,2,5,0.4,0,34,61,0.557377049,2,2,1,0,0,#DIV/0!,7,23,0.304347826,0,0,#DIV/0!,29,40,0.725,Neil Hall,2015,"Stockholm, Sweden",Featherweight Bout,Mirsad Bektic
Neil Seery,Chris Beal,0,95,287,0.331010453,3,7,0.428571429,4,76,254,0.299212598,10,19,0.526315789,9,14,0.642857143,56,224,0.25,12,20,0.6,27,43,0.627906977,Kevin Sataki,2015,"Stockholm, Sweden",Flyweight Bout,Neil Seery
Viktor Pesta,Konstantin Erokhin,0,52,95,0.547368421,4,13,0.307692308,0,36,75,0.48,9,12,0.75,7,8,0.875,22,55,0.4,8,13,0.615384615,22,27,0.814814815,Bobby Rehman,2015,"Stockholm, Sweden",Heavyweight Bout,Viktor Pesta
Zhang Lipeng,Chris Wade,0,75,111,0.675675676,4,16,0.25,0,25,48,0.520833333,14,22,0.636363636,36,41,0.87804878,21,45,0.466666667,44,54,0.814814815,10,12,0.833333333,Kevin MacDonald,2015,"Boston, Massachusetts, USA",Lightweight Bout,Chris Wade
Norman Parke,Gleison Tibau,0,81,267,0.303370787,2,16,0.125,0,43,205,0.209756098,19,33,0.575757576,19,29,0.655172414,57,236,0.241525424,24,30,0.8,0,1,0,Kevin MacDonald,2015,"Boston, Massachusetts, USA",Lightweight Bout,Gleison Tibau
Conor McGregor,Dennis Siver,1,96,223,0.430493274,0,3,0,0,62,167,0.371257485,16,29,0.551724138,18,27,0.666666667,77,194,0.396907216,12,20,0.6,7,9,0.777777778,Herb Dean,2015,"Boston, Massachusetts, USA",Featherweight Bout,Conor McGregor
Donald Cerrone,Benson Henderson,0,143,280,0.510714286,1,8,0.125,0,32,147,0.217687075,40,57,0.701754386,71,76,0.934210526,137,270,0.507407407,6,10,0.6,0,0,#DIV/0!,Yves Lavigne,2015,"Boston, Massachusetts, USA",Lightweight Bout,Donald Cerrone
John Howard,Lorenz Larkin,1,39,65,0.6,0,0,#DIV/0!,0,24,48,0.5,2,3,0.666666667,13,14,0.928571429,24,49,0.489795918,5,6,0.833333333,10,10,1,Herb Dean,2015,"Boston, Massachusetts, USA",Welterweight Bout,Lorenz Larkin
Paddy Holohan,Shane Howell,0,64,138,0.463768116,3,4,0.75,2,39,106,0.367924528,12,17,0.705882353,13,15,0.866666667,46,115,0.4,1,1,1,17,22,0.772727273,Gary Forman,2015,"Boston, Massachusetts, USA",Flyweight Bout,Paddy Holohan
Uriah Hall,Ron Stallings,1,37,59,0.627118644,0,0,#DIV/0!,0,16,35,0.457142857,8,11,0.727272727,13,13,1,28,45,0.622222222,0,2,0,9,12,0.75,Herb Dean,2015,"Boston, Massachusetts, USA",Middleweight Bout,Uriah Hall
Cathal Pendred,Sean Spencer,1,101,267,0.378277154,4,12,0.333333333,0,61,208,0.293269231,10,25,0.4,30,34,0.882352941,91,249,0.365461847,8,12,0.666666667,2,6,0.333333333,Yves Lavigne,2015,"Boston, Massachusetts, USA",Welterweight Bout,Cathal Pendred
Johnny Case,Frankie Perez,0,75,150,0.5,5,9,0.555555556,1,46,112,0.410714286,14,20,0.7,15,18,0.833333333,35,88,0.397727273,1,2,0.5,39,60,0.65,Bryan Miner,2015,"Boston, Massachusetts, USA",Lightweight Bout,Johnny Case
Charles Rosa,Sean Soriano,0,106,211,0.502369668,8,15,0.533333333,4,66,164,0.402439024,18,23,0.782608696,22,24,0.916666667,78,166,0.469879518,21,35,0.6,7,10,0.7,Kevin MacDonald,2015,"Boston, Massachusetts, USA",Featherweight Bout,Charles Rosa
Matt Van Buren,Sean O'Connell,1,166,353,0.470254958,0,2,0,0,98,268,0.365671642,60,73,0.821917808,8,12,0.666666667,112,285,0.392982456,53,66,0.803030303,1,2,0.5,Gary Forman,2015,"Boston, Massachusetts, USA",Light Heavyweight Bout,Sean O'Connell
Tateki Matsuda,Joby Sanchez,1,113,378,0.298941799,2,3,0.666666667,1,94,347,0.270893372,13,23,0.565217391,6,8,0.75,90,339,0.265486726,12,22,0.545454545,11,17,0.647058824,Bryan Miner,2015,"Boston, Massachusetts, USA",Flyweight Bout,Joby Sanchez
Donald Cerrone,Myles Jury,0,52,136,0.382352941,2,8,0.25,2,11,74,0.148648649,6,14,0.428571429,35,48,0.729166667,44,124,0.35483871,1,3,0.333333333,7,9,0.777777778,John McCarthy,2015,"Las Vegas, Nevada, USA",Lightweight Bout,Donald Cerrone
Shawn Jordan,Jared Cannonier,1,22,51,0.431372549,0,0,#DIV/0!,0,15,39,0.384615385,1,3,0.333333333,6,9,0.666666667,18,45,0.4,0,0,#DIV/0!,4,6,0.666666667,John McCarthy,2015,"Las Vegas, Nevada, USA",Heavyweight Bout,Shawn Jordan
Brad Tavares,Nate Marquardt,0,80,183,0.43715847,1,8,0.125,0,45,130,0.346153846,13,18,0.722222222,22,35,0.628571429,68,164,0.414634146,12,19,0.631578947,0,0,#DIV/0!,Yves Lavigne,2015,"Las Vegas, Nevada, USA",Middleweight Bout,Brad Tavares
Hector Lombard,Joshua Burkman,0,95,257,0.369649805,2,5,0.4,0,61,204,0.299019608,13,23,0.565217391,21,30,0.7,82,235,0.34893617,11,20,0.55,2,2,1,John McCarthy,2015,"Las Vegas, Nevada, USA",Welterweight Bout,
Marcus Brimage,Cody Garbrandt,2,92,266,0.345864662,1,3,0.333333333,0,66,222,0.297297297,16,31,0.516129032,10,13,0.769230769,87,254,0.342519685,1,5,0.2,4,7,0.571428571,Herb Dean,2015,"Las Vegas, Nevada, USA",Bantamweight Bout,Cody Garbrandt
Jon Jones,Daniel Cormier,0,150,343,0.437317784,4,13,0.307692308,0,83,241,0.34439834,45,60,0.75,22,42,0.523809524,86,244,0.352459016,62,94,0.659574468,2,5,0.4,Herb Dean,2015,"Las Vegas, Nevada, USA",UFC Light Heavyweight Title Bout,Jon Jones
Kyoji Horiguchi,Louis Gaudinot,0,67,197,0.340101523,1,3,0.333333333,2,36,146,0.246575342,12,25,0.48,19,26,0.730769231,64,190,0.336842105,3,7,0.428571429,0,0,#DIV/0!,Herb Dean,2015,"Las Vegas, Nevada, USA",Flyweight Bout,Kyoji Horiguchi
Danny Castillo,Paul Felder,1,54,146,0.369863014,0,2,0,0,19,103,0.184466019,13,20,0.65,22,23,0.956521739,52,142,0.366197183,1,2,0.5,1,2,0.5,Yves Lavigne,2015,"Las Vegas, Nevada, USA",Lightweight Bout,Paul Felder
Omari Akhmedov,Mats Nilsson,0,97,276,0.351449275,10,15,0.666666667,3,67,238,0.281512605,17,24,0.708333333,13,14,0.928571429,65,229,0.283842795,14,24,0.583333333,18,23,0.782608696,Yves Lavigne,2015,"Las Vegas, Nevada, USA",Welterweight Bout,Omari Akhmedov
Alexis Dufresne,Marion Reneau,0,113,337,0.335311573,0,3,0,0,71,266,0.266917293,13,30,0.433333333,29,41,0.707317073,102,318,0.320754717,11,18,0.611111111,0,1,0,Chris Tognoni,2015,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Marion Reneau
Evan Dunham,Rodrigo Damm,0,199,497,0.400402414,1,2,0.5,0,162,443,0.365688488,30,47,0.638297872,7,7,1,193,488,0.395491803,6,9,0.666666667,0,0,#DIV/0!,Chris Tognoni,2015,"Las Vegas, Nevada, USA",Lightweight Bout,Evan Dunham
Erick Silva,Mike Rhodes,0,4,5,0.8,1,1,1,1,2,3,0.666666667,2,2,1,0,0,#DIV/0!,4,5,0.8,0,0,#DIV/0!,0,0,#DIV/0!,Mario Yamasaki,2014,"Barueri, Sao Paulo, Brazil",Welterweight Bout,Erick Silva
Lyoto Machida,CB Dollaway,1,12,21,0.571428571,0,0,#DIV/0!,0,10,18,0.555555556,1,1,1,1,2,0.5,4,8,0.5,2,4,0.5,6,9,0.666666667,Jerin Valel,2014,"Barueri, Sao Paulo, Brazil",Middleweight Bout,Lyoto Machida
Antonio Carlos Junior,Patrick Cummins,0,74,123,0.601626016,5,10,0.5,1,66,115,0.573913043,6,6,1,2,2,1,11,36,0.305555556,3,4,0.75,60,83,0.722891566,Mario Yamasaki,2014,"Barueri, Sao Paulo, Brazil",Light Heavyweight Bout,Patrick Cummins
Renan Barao,Mitch Gagnon,1,117,249,0.469879518,2,11,0.181818182,1,61,174,0.350574713,35,53,0.660377358,21,22,0.954545455,79,200,0.395,38,48,0.791666667,0,1,0,Mario Yamasaki,2014,"Barueri, Sao Paulo, Brazil",Bantamweight Bout,Renan Barao
Tom Niinimaki,Renato Moicano,0,81,175,0.462857143,1,2,0.5,1,40,125,0.32,10,15,0.666666667,31,35,0.885714286,79,172,0.459302326,1,1,1,1,2,0.5,Osiris Maia,2014,"Barueri, Sao Paulo, Brazil",Featherweight Bout,Renato Moicano
Daniel Sarafian,Antonio Dos Santos,1,61,119,0.512605042,0,2,0,0,34,89,0.382022472,10,13,0.769230769,17,17,1,56,110,0.509090909,3,4,0.75,2,5,0.4,Eduardo Herdy,2014,"Barueri, Sao Paulo, Brazil",Middleweight Bout,Daniel Sarafian
Marcos Rogerio de Lima,Igor Pokrajac,1,21,27,0.777777778,0,0,#DIV/0!,0,12,18,0.666666667,2,2,1,7,7,1,11,16,0.6875,8,8,1,2,3,0.666666667,Fernando Yamasaki,2014,"Barueri, Sao Paulo, Brazil",Light Heavyweight Bout,Marcos Rogerio de Lima
Elias Silverio,Rashid Magomedov,2,147,279,0.52688172,1,2,0.5,0,65,164,0.396341463,36,58,0.620689655,46,57,0.807017544,125,249,0.502008032,13,17,0.764705882,9,13,0.692307692,Jerin Valel,2014,"Barueri, Sao Paulo, Brazil",Lightweight Bout,Rashid Magomedov
Vitor Miranda,Jake Collier,0,29,56,0.517857143,2,3,0.666666667,1,17,42,0.404761905,8,10,0.8,4,4,1,25,52,0.480769231,4,4,1,0,0,#DIV/0!,Fernando Yamasaki,2014,"Barueri, Sao Paulo, Brazil",Middleweight Bout,Vitor Miranda
Leandro Issa,Yuta Sasaki,0,33,56,0.589285714,3,5,0.6,2,14,33,0.424242424,1,4,0.25,18,19,0.947368421,18,37,0.486486486,9,10,0.9,6,9,0.666666667,Osiris Maia,2014,"Barueri, Sao Paulo, Brazil",Bantamweight Bout,Leandro Issa
Marcio Alexandre Junior,Tim Means,0,79,148,0.533783784,2,6,0.333333333,0,47,102,0.460784314,18,31,0.580645161,14,15,0.933333333,59,122,0.483606557,6,9,0.666666667,14,17,0.823529412,Eduardo Herdy,2014,"Barueri, Sao Paulo, Brazil",Welterweight Bout,Tim Means
Darren Elkins,Hacran Dias,0,67,149,0.44966443,6,12,0.5,1,46,122,0.37704918,11,17,0.647058824,10,10,1,38,110,0.345454545,17,23,0.739130435,12,16,0.75,Jerin Valel,2014,"Barueri, Sao Paulo, Brazil",Featherweight Bout,Hacran Dias
Gabriel Gonzaga,Matt Mitrione,1,18,30,0.6,0,0,#DIV/0!,0,16,27,0.592592593,2,3,0.666666667,0,0,#DIV/0!,13,25,0.52,0,0,#DIV/0!,5,5,1,Herb Dean,2014,"Phoenix, Arizona, USA",Heavyweight Bout,Matt Mitrione
Joe Riggs,Ben Saunders,0,6,10,0.6,1,1,1,0,5,8,0.625,1,2,0.5,0,0,#DIV/0!,5,8,0.625,1,2,0.5,0,0,#DIV/0!,John McCarthy,2014,"Phoenix, Arizona, USA",Welterweight Bout,Ben Saunders
John Moraga,Willie Gates,1,78,170,0.458823529,1,4,0.25,2,37,109,0.339449541,22,26,0.846153846,19,35,0.542857143,32,116,0.275862069,18,25,0.72,28,29,0.965517241,Jason Herzog,2014,"Phoenix, Arizona, USA",Flyweight Bout,John Moraga
Rafael Dos Anjos,Nate Diaz,0,90,223,0.403587444,2,2,1,0,58,179,0.324022346,6,14,0.428571429,26,30,0.866666667,49,169,0.289940828,2,3,0.666666667,39,51,0.764705882,Jason Herzog,2014,"Phoenix, Arizona, USA",Lightweight Bout,Rafael Dos Anjos
Alistair Overeem,Stefan Struve,0,19,30,0.633333333,1,2,0.5,0,12,21,0.571428571,7,8,0.875,0,1,0,2,6,0.333333333,3,4,0.75,14,20,0.7,John McCarthy,2014,"Phoenix, Arizona, USA",Heavyweight Bout,Alistair Overeem
Claudia Gadelha,Joanna Jedrzejczyk,1,65,195,0.333333333,7,16,0.4375,1,38,161,0.236024845,27,33,0.818181818,0,1,0,31,141,0.219858156,26,40,0.65,8,14,0.571428571,Al Guinee,2014,"Phoenix, Arizona, USA",Women's Strawweight Bout,Joanna Jedrzejczyk
Jamie Varner,Drew Dober,0,9,22,0.409090909,0,2,0,1,5,16,0.3125,4,6,0.666666667,0,0,#DIV/0!,5,18,0.277777778,3,3,1,1,1,1,Herb Dean,2014,"Phoenix, Arizona, USA",Lightweight Bout,Drew Dober
Junior Dos Santos,Stipe Miocic,1,212,496,0.427419355,2,19,0.105263158,0,155,382,0.405759162,53,110,0.481818182,4,4,1,181,447,0.4049217,25,40,0.625,6,9,0.666666667,Herb Dean,2014,"Phoenix, Arizona, USA",Heavyweight Bout,Junior Dos Santos
David Michaud,Garett Whiteley,0,152,301,0.504983389,4,5,0.8,0,97,230,0.42173913,39,49,0.795918367,16,22,0.727272727,104,230,0.452173913,17,28,0.607142857,31,43,0.720930233,Al Guinee,2014,"Phoenix, Arizona, USA",Lightweight Bout,David Michaud
Joe Ellenberger,Bryan Barberena,1,87,182,0.478021978,3,5,0.6,0,63,154,0.409090909,15,16,0.9375,9,12,0.75,44,108,0.407407407,20,43,0.465116279,23,31,0.741935484,Herb Dean,2014,"Phoenix, Arizona, USA",Lightweight Bout,Bryan Barberena
Anthony Birchak,Ian Entwistle,0,4,11,0.363636364,1,1,1,3,4,9,0.444444444,0,1,0,0,1,0,0,4,0,0,0,#DIV/0!,4,7,0.571428571,Jason Herzog,2014,"Phoenix, Arizona, USA",Bantamweight Bout,Ian Entwistle
Henry Cejudo,Dustin Kimura,1,97,306,0.316993464,0,3,0,0,59,252,0.234126984,32,48,0.666666667,6,6,1,74,266,0.278195489,20,32,0.625,3,8,0.375,Jason Herzog,2014,"Phoenix, Arizona, USA",Bantamweight Bout,Henry Cejudo
KJ Noons,Daron Cruickshank,0,41,106,0.386792453,2,3,0.666666667,0,20,74,0.27027027,6,10,0.6,15,22,0.681818182,39,103,0.378640777,2,2,1,0,1,0,John McCarthy,2014,"Las Vegas, Nevada, USA",Lightweight Bout,
Felice Herrig,Lisa Ellis,0,12,19,0.631578947,3,4,0.75,4,11,17,0.647058824,1,2,0.5,0,0,#DIV/0!,2,8,0.25,1,1,1,9,10,0.9,John McCarthy,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Felice Herrig
Joe Proctor,Yancy Medeiros,1,40,112,0.357142857,0,0,#DIV/0!,1,10,66,0.151515152,13,24,0.541666667,17,22,0.772727273,36,105,0.342857143,1,1,1,3,6,0.5,Yves Lavigne,2014,"Las Vegas, Nevada, USA",Lightweight Bout,Yancy Medeiros
Jeremy Stephens,Charles Oliveira,0,91,146,0.623287671,2,7,0.285714286,3,59,105,0.561904762,20,26,0.769230769,12,15,0.8,45,86,0.523255814,21,23,0.913043478,25,37,0.675675676,Herb Dean,2014,"Las Vegas, Nevada, USA",Featherweight Bout,Charles Oliveira
Jessica Penne,Randa Markos,0,94,200,0.47,5,10,0.5,0,68,165,0.412121212,10,15,0.666666667,16,20,0.8,61,153,0.39869281,7,12,0.583333333,26,35,0.742857143,Herb Dean,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Jessica Penne
Carla Esparza,Rose Namajunas,0,70,162,0.432098765,6,10,0.6,1,52,132,0.393939394,14,24,0.583333333,4,6,0.666666667,33,103,0.32038835,15,31,0.483870968,22,28,0.785714286,Yves Lavigne,2014,"Las Vegas, Nevada, USA",UFC Women's Strawweight Title Bout,Carla Esparza
Bec Rawlings,Heather Clark,0,125,217,0.576036866,1,7,0.142857143,1,78,155,0.503225806,21,33,0.636363636,26,29,0.896551724,72,146,0.493150685,46,62,0.741935484,7,9,0.777777778,Yves Lavigne,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Heather Clark
Joanne Calderwood,Seo Hee Ham,0,167,334,0.5,2,7,0.285714286,0,63,179,0.351955307,44,63,0.698412698,60,92,0.652173913,120,261,0.459770115,38,58,0.655172414,9,15,0.6,Herb Dean,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Joanne Calderwood
Aisling Daly,Alex Chambers,0,28,41,0.682926829,2,3,0.666666667,1,18,28,0.642857143,5,8,0.625,5,5,1,11,18,0.611111111,7,10,0.7,10,13,0.769230769,John McCarthy,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Aisling Daly
Tecia Torres,Angela Magana,1,133,341,0.390029326,1,3,0.333333333,0,64,234,0.273504274,40,70,0.571428571,29,37,0.783783784,121,325,0.372307692,12,16,0.75,0,0,#DIV/0!,Kim Winslow,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Tecia Torres
Emily Kagan,Angela Hill,1,148,250,0.592,2,13,0.153846154,0,83,165,0.503030303,42,59,0.711864407,23,26,0.884615385,58,133,0.436090226,83,108,0.768518519,7,9,0.777777778,Kim Winslow,2014,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Angela Hill
Corey Anderson,Justin Jones,0,73,158,0.462025316,7,14,0.5,1,43,119,0.361344538,22,29,0.75862069,8,10,0.8,38,107,0.355140187,32,48,0.666666667,3,3,1,John McCarthy,2014,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Corey Anderson
Todd Duffee,Anthony Hamilton,1,10,22,0.454545455,0,0,#DIV/0!,0,10,22,0.454545455,0,0,#DIV/0!,0,0,#DIV/0!,8,20,0.4,0,0,#DIV/0!,2,2,1,Herb Dean,2014,"Las Vegas, Nevada, USA",Heavyweight Bout,Todd Duffee
Tony Ferguson,Abel Trujillo,1,35,131,0.267175573,3,6,0.5,1,26,118,0.220338983,6,6,1,3,7,0.428571429,29,112,0.258928571,2,11,0.181818182,4,8,0.5,John McCarthy,2014,"Las Vegas, Nevada, USA",Lightweight Bout,Tony Ferguson
Anthony Pettis,Gilbert Melendez,0,57,136,0.419117647,1,8,0.125,1,42,115,0.365217391,13,18,0.722222222,2,3,0.666666667,42,113,0.371681416,13,21,0.619047619,2,2,1,John McCarthy,2014,"Las Vegas, Nevada, USA",UFC Lightweight Title Bout,Anthony Pettis
Eddie Gordon,Josh Samman,1,19,39,0.487179487,3,4,0.75,0,13,30,0.433333333,3,6,0.5,3,3,1,11,30,0.366666667,2,2,1,6,7,0.857142857,Herb Dean,2014,"Las Vegas, Nevada, USA",Middleweight Bout,Josh Samman
Travis Browne,Brendan Schaub,0,30,50,0.6,2,4,0.5,0,27,42,0.642857143,2,4,0.5,1,4,0.25,6,18,0.333333333,2,2,1,22,30,0.733333333,Mario Yamasaki,2014,"Las Vegas, Nevada, USA",Heavyweight Bout,Travis Browne
Urijah Faber,Francisco Rivera,1,34,108,0.314814815,0,3,0,1,22,89,0.247191011,5,9,0.555555556,7,10,0.7,31,103,0.300970874,1,2,0.5,2,3,0.666666667,Mario Yamasaki,2014,"Las Vegas, Nevada, USA",Bantamweight Bout,Urijah Faber
Johny Hendricks,Robbie Lawler,0,227,429,0.529137529,5,17,0.294117647,1,137,324,0.422839506,51,62,0.822580645,39,43,0.906976744,151,334,0.452095808,49,65,0.753846154,27,30,0.9,Herb Dean,2014,"Las Vegas, Nevada, USA",UFC Welterweight Title Bout,Robbie Lawler
Raquel Pennington,Ashlee Evans-Smith,0,16,26,0.615384615,2,4,0.5,1,8,16,0.5,7,9,0.777777778,1,1,1,1,5,0.2,15,21,0.714285714,0,0,#DIV/0!,Mark Smith,2014,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Raquel Pennington
Sergio Pettis,Matt Hobar,1,114,324,0.351851852,2,10,0.2,2,91,285,0.319298246,17,30,0.566666667,6,9,0.666666667,80,270,0.296296296,15,20,0.75,19,34,0.558823529,Mario Yamasaki,2014,"Las Vegas, Nevada, USA",Bantamweight Bout,Sergio Pettis
Alex White,Clay Collard,1,118,357,0.330532213,4,8,0.5,3,65,258,0.251937984,33,69,0.47826087,20,30,0.666666667,78,286,0.272727273,34,59,0.576271186,6,12,0.5,Mark Smith,2014,"Las Vegas, Nevada, USA",Featherweight Bout,Clay Collard
Luke Barnatt,Roger Narvaez,1,82,240,0.341666667,0,3,0,2,47,183,0.256830601,19,36,0.527777778,16,21,0.761904762,67,217,0.30875576,5,6,0.833333333,10,17,0.588235294,Dan Miragliotta,2014,"Austin, Texas, USA",Middleweight Bout,Roger Narvaez
Frankie Edgar,Cub Swanson,0,124,288,0.430555556,7,13,0.538461538,2,102,259,0.393822394,18,21,0.857142857,4,8,0.5,52,184,0.282608696,0,4,0,72,100,0.72,Dan Miragliotta,2014,"Austin, Texas, USA",Featherweight Bout,Frankie Edgar
Jared Rosholt,Aleksei Oleinik,1,32,53,0.603773585,0,0,#DIV/0!,0,25,46,0.543478261,4,4,1,3,3,1,7,17,0.411764706,23,34,0.676470588,2,2,1,Kerry Hatley,2014,"Austin, Texas, USA",Heavyweight Bout,Aleksei Oleinik
Ruslan Magomedov,Josh Copeland,1,83,201,0.412935323,1,1,1,0,43,150,0.286666667,26,35,0.742857143,14,16,0.875,64,178,0.359550562,19,23,0.826086957,0,0,#DIV/0!,Kerry Hatley,2014,"Austin, Texas, USA",Heavyweight Bout,Ruslan Magomedov
Joseph Benavidez,Dustin Ortiz,0,131,348,0.376436782,4,12,0.333333333,0,90,285,0.315789474,24,43,0.558139535,17,20,0.85,104,302,0.344370861,25,41,0.609756098,2,5,0.4,Jacob Montalvo,2014,"Austin, Texas, USA",Flyweight Bout,Joseph Benavidez
Brad Pickett,Chico Camus,0,124,307,0.403908795,3,11,0.272727273,0,97,268,0.361940299,10,21,0.476190476,17,18,0.944444444,104,276,0.376811594,9,15,0.6,11,16,0.6875,Jacob Montalvo,2014,"Austin, Texas, USA",Flyweight Bout,Chico Camus
Bobby Green,Edson Barboza,0,104,256,0.40625,0,2,0,0,52,173,0.300578035,20,40,0.5,32,43,0.744186047,102,252,0.404761905,0,2,0,2,2,1,Mario Yamasaki,2014,"Austin, Texas, USA",Lightweight Bout,Edson Barboza
Matt Wiman,Isaac Vallie-Flagg,0,148,222,0.666666667,0,8,0,0,100,164,0.609756098,33,37,0.891891892,15,21,0.714285714,43,88,0.488636364,102,131,0.778625954,3,3,1,Mario Yamasaki,2014,"Austin, Texas, USA",Lightweight Bout,Matt Wiman
James Vick,Nick Hein,2,65,225,0.288888889,0,1,0,0,43,173,0.248554913,7,32,0.21875,15,20,0.75,62,217,0.285714286,1,5,0.2,2,3,0.666666667,Jacob Montalvo,2014,"Austin, Texas, USA",Lightweight Bout,James Vick
Paige VanZant,Kailin Curran,0,89,157,0.566878981,8,11,0.727272727,3,69,131,0.526717557,18,24,0.75,2,2,1,13,30,0.433333333,41,76,0.539473684,35,51,0.68627451,Kerry Hatley,2014,"Austin, Texas, USA",Women's Strawweight Bout,Paige VanZant
Yves Edwards,Akbarh Arreola,1,17,40,0.425,1,1,1,1,9,27,0.333333333,2,7,0.285714286,6,6,1,11,32,0.34375,3,4,0.75,3,4,0.75,Dan Miragliotta,2014,"Austin, Texas, USA",Lightweight Bout,Akbarh Arreola
Juan Manuel Puig,Dooho Choi,1,10,19,0.526315789,0,0,#DIV/0!,0,10,18,0.555555556,0,0,#DIV/0!,0,1,0,3,10,0.3,0,0,#DIV/0!,7,9,0.777777778,Mario Yamasaki,2014,"Austin, Texas, USA",Featherweight Bout,Dooho Choi
Fabricio Werdum,Mark Hunt,2,31,73,0.424657534,1,4,0.25,0,20,59,0.338983051,5,8,0.625,6,6,1,19,56,0.339285714,3,3,1,9,14,0.642857143,Herb Dean,2014,"Mexico City, Distrito Federal, Mexico",UFC Heavyweight Title Bout,Fabricio Werdum
Ricardo Lamas,Dennis Bermudez,1,22,55,0.4,0,1,0,1,4,34,0.117647059,12,14,0.857142857,6,7,0.857142857,10,42,0.238095238,9,10,0.9,3,3,1,Mario Yamasaki,2014,"Mexico City, Distrito Federal, Mexico",Featherweight Bout,Ricardo Lamas
Jessica Eye,Leslie Smith,0,108,283,0.381625442,0,0,#DIV/0!,0,76,244,0.31147541,8,13,0.615384615,24,26,0.923076923,102,276,0.369565217,6,7,0.857142857,0,0,#DIV/0!,Herb Dean,2014,"Mexico City, Distrito Federal, Mexico",Women's Bantamweight Bout,Jessica Eye
Alejandro Perez,Jose Quinonez,0,76,241,0.315352697,4,6,0.666666667,3,47,189,0.248677249,12,16,0.75,17,36,0.472222222,66,224,0.294642857,1,5,0.2,9,12,0.75,John McCarthy,2014,"Mexico City, Distrito Federal, Mexico",Bantamweight Bout,Alejandro Perez
Augusto Montano,Chris Heatherly,0,38,72,0.527777778,1,3,0.333333333,0,27,57,0.473684211,8,8,1,3,7,0.428571429,10,30,0.333333333,24,35,0.685714286,4,7,0.571428571,John McCarthy,2014,"Mexico City, Distrito Federal, Mexico",Welterweight Bout,Augusto Montano
Yair Rodriguez,Leonardo Morales,0,67,155,0.432258065,2,7,0.285714286,5,33,101,0.326732673,18,30,0.6,16,24,0.666666667,54,135,0.4,9,13,0.692307692,4,7,0.571428571,Mario Yamasaki,2014,"Mexico City, Distrito Federal, Mexico",Featherweight Bout,Yair Rodriguez
